,season,Player,Pos,Age,team,PTS,AST,BLK,TOV,STL,ORB,DRB,MP,G,GS,PF,FTA,FGA,3PA,3P,FG,FT,PER,WS,ppg,ast_pg,blk_pg,tov_pg,stl_pg,reb_pg,min_pg,FG%,FT%,3P%,salary
3595,2014-2015,Chase Budinger,SF,26.0,MIN,457.0,64.0,10.0,49.0,44.0,33.0,165.0,1286.0,67.0,4.0,72.0,81.0,390.0,143.0,52.0,169.0,67.0,12.2,1.3,6.82089552238806,0.9552238805970149,0.14925373134328357,0.7313432835820896,0.6567164179104478,2.955223880597015,19.19402985074627,0.43333333333333335,0.8271604938271605,0.36363636363636365,5.0
3596,2014-2015,Kobe Bryant,SG,36.0,LAL,782.0,197.0,7.0,128.0,47.0,26.0,173.0,1207.0,35.0,35.0,65.0,241.0,713.0,184.0,54.0,266.0,196.0,17.6,0.2,22.34285714285714,5.628571428571429,0.2,3.657142857142857,1.3428571428571427,5.685714285714286,34.48571428571429,0.37307152875175315,0.8132780082987552,0.29347826086956524,23.5
3597,2014-2015,Lorenzo Brown,PG,24.0,MIN,122.0,90.0,6.0,30.0,28.0,14.0,56.0,549.0,29.0,7.0,49.0,19.0,122.0,28.0,6.0,52.0,12.0,11.0,0.3,4.206896551724138,3.103448275862069,0.20689655172413793,1.0344827586206897,0.9655172413793104,2.413793103448276,18.93103448275862,0.4262295081967213,0.631578947368421,0.21428571428571427,0.283367
3598,2014-2015,Jabari Brown,SG,22.0,LAL,227.0,40.0,2.0,32.0,12.0,3.0,33.0,568.0,19.0,5.0,33.0,85.0,170.0,62.0,23.0,70.0,64.0,11.0,0.4,11.947368421052632,2.1052631578947367,0.10526315789473684,1.6842105263157894,0.631578947368421,1.894736842105263,29.894736842105264,0.4117647058823529,0.7529411764705882,0.3709677419354839,0.059686
3599,2014-2015,Elton Brand,C,35.0,ATL,96.0,22.0,25.0,18.0,17.0,28.0,72.0,486.0,36.0,4.0,54.0,23.0,95.0,1.0,0.0,42.0,12.0,9.4,0.7,2.6666666666666665,0.6111111111111112,0.6944444444444444,0.5,0.4722222222222222,2.7777777777777777,13.5,0.4421052631578947,0.5217391304347826,0.0,2.0
3600,2014-2015,Mario Chalmers,PG,28.0,MIA,813.0,307.0,10.0,173.0,122.0,24.0,182.0,2368.0,80.0,37.0,251.0,266.0,663.0,248.0,73.0,267.0,206.0,11.7,2.8,10.1625,3.8375,0.125,2.1625,1.525,2.575,29.6,0.40271493212669685,0.7744360902255639,0.29435483870967744,4.0
3601,2014-2015,Avery Bradley,SG,24.0,BOS,1071.0,135.0,15.0,109.0,82.0,46.0,195.0,2428.0,77.0,77.0,177.0,100.0,1012.0,352.0,124.0,434.0,79.0,11.5,2.5,13.909090909090908,1.7532467532467533,0.19480519480519481,1.4155844155844155,1.0649350649350648,3.1298701298701297,31.532467532467532,0.4288537549407115,0.79,0.3522727272727273,7.191011
3602,2014-2015,Tyson Chandler,C,32.0,DAL,771.0,84.0,91.0,105.0,42.0,294.0,570.0,2286.0,75.0,75.0,169.0,257.0,440.0,0.0,0.0,293.0,185.0,20.1,10.3,10.28,1.12,1.2133333333333334,1.4,0.56,11.52,30.48,0.6659090909090909,0.7198443579766537,,14.846888
3603,2014-2015,Will Cherry,PG,23.0,CLE,15.0,8.0,1.0,4.0,6.0,1.0,4.0,69.0,8.0,0.0,10.0,6.0,19.0,9.0,2.0,5.0,3.0,5.8,0.0,1.875,1.0,0.125,0.5,0.75,0.625,8.625,0.2631578947368421,0.5,0.2222222222222222,0.495399
3604,2014-2015,Andre Dawkins,SG,23.0,MIA,3.0,1.0,0.0,1.0,0.0,0.0,2.0,22.0,4.0,0.0,3.0,0.0,6.0,6.0,1.0,1.0,0.0,-5.0,-0.1,0.75,0.25,0.0,0.25,0.0,0.5,5.5,0.16666666666666666,,0.16666666666666666,0.029843
3605,2014-2015,Anthony Davis,PF,21.0,NOP,1656.0,149.0,200.0,95.0,100.0,173.0,523.0,2455.0,68.0,68.0,141.0,461.0,1199.0,12.0,1.0,642.0,371.0,30.8,14.0,24.352941176470587,2.1911764705882355,2.9411764705882355,1.3970588235294117,1.4705882352941178,10.235294117647058,36.10294117647059,0.5354462051709759,0.8047722342733189,0.08333333333333333,5.60724
3606,2014-2015,Samuel Dalembert,C,33.0,NYK,128.0,29.0,41.0,39.0,14.0,53.0,115.0,544.0,32.0,21.0,70.0,20.0,130.0,0.0,0.0,57.0,14.0,11.8,0.3,4.0,0.90625,1.28125,1.21875,0.4375,5.25,17.0,0.43846153846153846,0.7,,4.051527
3607,2014-2015,Stephen Curry,PG,26.0,GSW,1900.0,619.0,16.0,249.0,163.0,56.0,285.0,2613.0,80.0,80.0,158.0,337.0,1341.0,646.0,286.0,653.0,308.0,28.0,15.7,23.75,7.7375,0.2,3.1125,2.0375,4.2625,32.6625,0.48695003728560776,0.913946587537092,0.44272445820433437,10.629213
3608,2014-2015,Seth Curry,PG,24.0,PHO,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,-11.4,0.0,0.0,0.5,0.0,0.0,0.0,1.0,4.0,0.0,,0.0,0.048028
3609,2014-2015,Dante Cunningham,PF,27.0,NOP,340.0,50.0,37.0,35.0,46.0,70.0,186.0,1652.0,66.0,27.0,101.0,47.0,339.0,10.0,1.0,155.0,29.0,8.9,1.6,5.151515151515151,0.7575757575757576,0.5606060606060606,0.5303030303030303,0.696969696969697,3.878787878787879,25.03030303030303,0.45722713864306785,0.6170212765957447,0.1,0.716043
3610,2014-2015,Jamal Crawford,SG,34.0,LAC,1010.0,158.0,14.0,92.0,59.0,18.0,106.0,1703.0,64.0,4.0,108.0,252.0,839.0,364.0,119.0,332.0,227.0,16.6,3.6,15.78125,2.46875,0.21875,1.4375,0.921875,1.9375,26.609375,0.3957091775923719,0.9007936507936508,0.3269230769230769,5.45
3611,2014-2015,Allen Crabbe,SG,22.0,POR,168.0,39.0,15.0,15.0,19.0,7.0,66.0,683.0,51.0,9.0,74.0,16.0,153.0,85.0,30.0,63.0,12.0,8.7,1.3,3.2941176470588234,0.7647058823529411,0.29411764705882354,0.29411764705882354,0.37254901960784315,1.4313725490196079,13.392156862745098,0.4117647058823529,0.75,0.35294117647058826,0.862
3612,2014-2015,Robert Covington,SF,24.0,PHI,943.0,105.0,31.0,128.0,97.0,65.0,251.0,1956.0,70.0,49.0,189.0,217.0,756.0,446.0,167.0,299.0,178.0,14.7,4.0,13.471428571428572,1.5,0.44285714285714284,1.8285714285714285,1.3857142857142857,4.514285714285714,27.942857142857143,0.3955026455026455,0.8202764976958525,0.3744394618834081,1.0
3613,2014-2015,Bryce Cotton,PG,22.0,UTA,80.0,15.0,0.0,12.0,4.0,3.0,15.0,159.0,15.0,0.0,6.0,18.0,69.0,20.0,7.0,29.0,15.0,14.5,0.2,5.333333333333333,1.0,0.0,0.8,0.26666666666666666,1.2,10.6,0.42028985507246375,0.8333333333333334,0.35,0.092514
3614,2014-2015,Chris Copeland,SF,30.0,IND,309.0,51.0,11.0,59.0,11.0,23.0,88.0,828.0,50.0,12.0,78.0,45.0,310.0,167.0,52.0,112.0,33.0,7.4,-0.1,6.18,1.02,0.22,1.18,0.22,2.22,16.56,0.36129032258064514,0.7333333333333333,0.31137724550898205,3.135
3615,2014-2015,Jack Cooley,PF,23.0,UTA,27.0,1.0,3.0,3.0,6.0,10.0,15.0,87.0,16.0,0.0,23.0,21.0,22.0,0.0,0.0,9.0,9.0,11.4,0.2,1.6875,0.0625,0.1875,0.1875,0.375,1.5625,5.4375,0.4090909090909091,0.42857142857142855,,0.059686
3616,2014-2015,Mike Conley,PG,27.0,MEM,1107.0,375.0,14.0,156.0,89.0,29.0,180.0,2225.0,70.0,70.0,139.0,249.0,882.0,277.0,107.0,393.0,214.0,18.6,6.8,15.814285714285715,5.357142857142857,0.2,2.2285714285714286,1.2714285714285714,2.9857142857142858,31.785714285714285,0.445578231292517,0.8594377510040161,0.3862815884476534,8.694216
3617,2014-2015,Nick Collison,PF,34.0,OKC,273.0,90.0,25.0,45.0,35.0,90.0,160.0,1101.0,66.0,2.0,156.0,65.0,253.0,60.0,16.0,106.0,45.0,11.2,2.2,4.136363636363637,1.3636363636363635,0.3787878787878788,0.6818181818181818,0.5303030303030303,3.787878787878788,16.681818181818183,0.4189723320158103,0.6923076923076923,0.26666666666666666,2.242003
3618,2014-2015,Darren Collison,PG,27.0,SAC,725.0,252.0,14.0,112.0,67.0,19.0,124.0,1565.0,45.0,45.0,95.0,184.0,550.0,161.0,60.0,260.0,145.0,17.5,3.8,16.11111111111111,5.6,0.3111111111111111,2.488888888888889,1.488888888888889,3.1777777777777776,34.77777777777778,0.4727272727272727,0.7880434782608695,0.37267080745341613,4.797664
3619,2014-2015,Victor Claver,SF,26.0,POR,24.0,1.0,1.0,4.0,1.0,3.0,17.0,76.0,10.0,0.0,12.0,0.0,20.0,11.0,6.0,9.0,0.0,9.2,0.1,2.4,0.1,0.1,0.4,0.1,2.0,7.6,0.45,,0.5454545454545454,1.37
3620,2014-2015,Patrick Christopher,SG,26.0,UTA,6.0,0.0,0.0,1.0,1.0,2.0,4.0,29.0,4.0,1.0,6.0,0.0,12.0,4.0,0.0,3.0,0.0,-2.6,-0.1,1.5,0.0,0.0,0.25,0.25,1.5,7.25,0.25,,0.0,0.37901
3621,2014-2015,Wilson Chandler,SF,27.0,DEN,1085.0,134.0,29.0,110.0,58.0,96.0,379.0,2471.0,78.0,75.0,231.0,142.0,975.0,406.0,139.0,418.0,110.0,13.2,3.6,13.91025641025641,1.7179487179487178,0.3717948717948718,1.4102564102564104,0.7435897435897436,6.089743589743589,31.67948717948718,0.4287179487179487,0.7746478873239436,0.34236453201970446,6.757913
3622,2014-2015,Chris Bosh,C,30.0,MIA,928.0,95.0,25.0,95.0,41.0,46.0,264.0,1556.0,44.0,44.0,69.0,232.0,745.0,168.0,63.0,343.0,179.0,19.8,3.6,21.09090909090909,2.159090909090909,0.5681818181818182,2.159090909090909,0.9318181818181818,7.045454545454546,35.36363636363637,0.4604026845637584,0.771551724137931,0.375,20.6444
3623,2014-2015,Carlos Boozer,PF,33.0,LAL,836.0,95.0,12.0,92.0,41.0,111.0,371.0,1692.0,71.0,26.0,184.0,150.0,743.0,0.0,0.0,371.0,94.0,16.4,2.2,11.774647887323944,1.3380281690140845,0.16901408450704225,1.295774647887324,0.5774647887323944,6.788732394366197,23.830985915492956,0.4993270524899058,0.6266666666666667,,3.251
3624,2014-2015,Jeff Ayres,PF,27.0,SAS,137.0,14.0,8.0,26.0,8.0,37.0,80.0,383.0,51.0,0.0,60.0,36.0,95.0,0.0,0.0,55.0,27.0,14.4,1.2,2.6862745098039214,0.27450980392156865,0.1568627450980392,0.5098039215686274,0.1568627450980392,2.2941176470588234,7.509803921568627,0.5789473684210527,0.75,,1.82875
3625,2014-2015,Omer Asik,C,28.0,NOP,557.0,72.0,54.0,95.0,29.0,244.0,504.0,1982.0,76.0,76.0,144.0,225.0,412.0,0.0,0.0,213.0,131.0,15.5,5.0,7.328947368421052,0.9473684210526315,0.7105263157894737,1.25,0.3815789473684211,9.842105263157896,26.07894736842105,0.5169902912621359,0.5822222222222222,,8.374646
3626,2014-2015,Darrell Arthur,PF,26.0,DEN,382.0,57.0,26.0,47.0,48.0,53.0,118.0,988.0,58.0,4.0,146.0,59.0,384.0,110.0,26.0,155.0,46.0,11.5,0.9,6.586206896551724,0.9827586206896551,0.4482758620689655,0.8103448275862069,0.8275862068965517,2.9482758620689653,17.03448275862069,0.4036458333333333,0.7796610169491526,0.23636363636363636,3.457149
3627,2014-2015,Trevor Ariza,SF,29.0,HOU,1048.0,209.0,17.0,141.0,152.0,77.0,382.0,2930.0,82.0,82.0,186.0,143.0,910.0,555.0,194.0,366.0,122.0,12.7,6.6,12.78048780487805,2.548780487804878,0.2073170731707317,1.7195121951219512,1.853658536585366,5.597560975609756,35.73170731707317,0.4021978021978022,0.8531468531468531,0.34954954954954953,8.579089
3628,2014-2015,Pero Antic,C,32.0,ATL,356.0,49.0,14.0,49.0,18.0,58.0,131.0,1037.0,63.0,3.0,132.0,123.0,296.0,173.0,52.0,108.0,88.0,9.5,1.5,5.650793650793651,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.2857142857142857,3.0,16.46031746031746,0.36486486486486486,0.7154471544715447,0.30057803468208094,1.25
3629,2014-2015,Joel Anthony,C,32.0,DET,87.0,5.0,49.0,12.0,12.0,32.0,61.0,406.0,49.0,0.0,55.0,22.0,62.0,0.0,0.0,36.0,15.0,14.7,1.2,1.7755102040816326,0.10204081632653061,1.0,0.24489795918367346,0.24489795918367346,1.8979591836734695,8.285714285714286,0.5806451612903226,0.6818181818181818,,3.8
3630,2014-2015,Carmelo Anthony,SF,30.0,NYK,966.0,122.0,17.0,89.0,40.0,72.0,192.0,1428.0,40.0,40.0,87.0,237.0,806.0,179.0,61.0,358.0,189.0,21.5,2.9,24.15,3.05,0.425,2.225,1.0,6.6,35.7,0.4441687344913151,0.7974683544303798,0.3407821229050279,22.458401
3631,2014-2015,Giannis Antetokounmpo,SG,20.0,MIL,1030.0,207.0,85.0,173.0,73.0,100.0,442.0,2541.0,81.0,71.0,254.0,347.0,780.0,44.0,7.0,383.0,257.0,14.8,6.2,12.716049382716049,2.5555555555555554,1.0493827160493827,2.1358024691358026,0.9012345679012346,6.691358024691358,31.37037037037037,0.491025641025641,0.7406340057636888,0.1590909090909091,1.8732
3632,2014-2015,Ryan Anderson,PF,26.0,NOP,833.0,55.0,20.0,62.0,33.0,108.0,187.0,1675.0,61.0,5.0,113.0,151.0,729.0,359.0,122.0,291.0,129.0,15.6,3.5,13.655737704918034,0.9016393442622951,0.32786885245901637,1.0163934426229508,0.5409836065573771,4.836065573770492,27.459016393442624,0.3991769547325103,0.8543046357615894,0.3398328690807799,8.4915
3633,2014-2015,Kyle Anderson,SF,21.0,SAS,74.0,28.0,7.0,10.0,15.0,5.0,67.0,358.0,33.0,8.0,28.0,14.0,89.0,11.0,3.0,31.0,9.0,8.2,0.3,2.242424242424242,0.8484848484848485,0.21212121212121213,0.30303030303030304,0.45454545454545453,2.1818181818181817,10.848484848484848,0.34831460674157305,0.6428571428571429,0.2727272727272727,1.09368
3634,2014-2015,Alan Anderson,SG,32.0,BRK,545.0,83.0,5.0,60.0,56.0,31.0,173.0,1744.0,74.0,19.0,148.0,101.0,440.0,210.0,73.0,195.0,82.0,10.6,2.7,7.364864864864865,1.1216216216216217,0.06756756756756757,0.8108108108108109,0.7567567567567568,2.7567567567567566,23.56756756756757,0.4431818181818182,0.8118811881188119,0.3476190476190476,1.276061
3635,2014-2015,Chris Andersen,C,36.0,MIA,320.0,43.0,61.0,40.0,26.0,76.0,223.0,1132.0,60.0,20.0,88.0,114.0,207.0,13.0,4.0,120.0,76.0,16.1,3.6,5.333333333333333,0.7166666666666667,1.0166666666666666,0.6666666666666666,0.43333333333333335,4.983333333333333,18.866666666666667,0.5797101449275363,0.6666666666666666,0.3076923076923077,5.375
3636,2014-2015,Al-Farouq Aminu,SF,24.0,DAL,412.0,59.0,62.0,55.0,70.0,114.0,228.0,1366.0,74.0,3.0,137.0,118.0,357.0,124.0,34.0,147.0,84.0,14.4,3.3,5.5675675675675675,0.7972972972972973,0.8378378378378378,0.7432432432432432,0.9459459459459459,4.621621621621622,18.45945945945946,0.4117647058823529,0.711864406779661,0.27419354838709675,0.981084
3637,2014-2015,Tony Allen,SG,33.0,MEM,539.0,86.0,30.0,86.0,129.0,103.0,177.0,1648.0,63.0,41.0,166.0,126.0,455.0,29.0,10.0,225.0,79.0,14.6,4.1,8.555555555555555,1.3650793650793651,0.47619047619047616,1.3650793650793651,2.0476190476190474,4.444444444444445,26.158730158730158,0.4945054945054945,0.626984126984127,0.3448275862068966,4.831461
3638,2014-2015,LaMarcus Aldridge,PF,29.0,POR,1661.0,124.0,68.0,122.0,48.0,177.0,549.0,2512.0,71.0,71.0,125.0,362.0,1415.0,105.0,37.0,659.0,306.0,22.8,8.6,23.3943661971831,1.7464788732394365,0.9577464788732394,1.7183098591549295,0.676056338028169,10.225352112676056,35.38028169014085,0.4657243816254417,0.8453038674033149,0.3523809523809524,16.006
3639,2014-2015,Cole Aldrich,C,26.0,NYK,338.0,75.0,65.0,59.0,37.0,101.0,237.0,976.0,61.0,16.0,122.0,64.0,301.0,0.0,0.0,144.0,50.0,18.1,2.2,5.540983606557377,1.2295081967213115,1.0655737704918034,0.9672131147540983,0.6065573770491803,5.540983606557377,16.0,0.47840531561461797,0.78125,,0.915243
3640,2014-2015,Furkan Aldemir,PF,23.0,PHI,93.0,28.0,16.0,17.0,17.0,78.0,98.0,540.0,41.0,9.0,96.0,27.0,78.0,5.0,0.0,40.0,13.0,12.0,1.4,2.268292682926829,0.6829268292682927,0.3902439024390244,0.4146341463414634,0.4146341463414634,4.2926829268292686,13.170731707317072,0.5128205128205128,0.48148148148148145,0.0,2.963232
3641,2014-2015,Alexis Ajinca,C,26.0,NOP,443.0,47.0,51.0,69.0,21.0,104.0,211.0,957.0,68.0,8.0,151.0,99.0,329.0,0.0,0.0,181.0,81.0,19.9,3.2,6.514705882352941,0.6911764705882353,0.75,1.0147058823529411,0.3088235294117647,4.632352941176471,14.073529411764707,0.5501519756838906,0.8181818181818182,,0.981084
3642,2014-2015,Jeff Adrien,PF,28.0,MIN,60.0,15.0,9.0,9.0,4.0,23.0,54.0,215.0,17.0,0.0,30.0,38.0,44.0,0.0,0.0,19.0,22.0,14.2,0.4,3.5294117647058822,0.8823529411764706,0.5294117647058824,0.5294117647058824,0.23529411764705882,4.529411764705882,12.647058823529411,0.4318181818181818,0.5789473684210527,,0.742962
3643,2014-2015,Steven Adams,C,21.0,OKC,537.0,66.0,86.0,99.0,38.0,199.0,324.0,1771.0,70.0,67.0,222.0,205.0,399.0,2.0,0.0,217.0,103.0,14.1,4.1,7.671428571428572,0.9428571428571428,1.2285714285714286,1.4142857142857144,0.5428571428571428,7.4714285714285715,25.3,0.543859649122807,0.5024390243902439,0.0,2.18496
3644,2014-2015,Jordan Adams,SG,20.0,MEM,94.0,16.0,7.0,14.0,16.0,9.0,19.0,248.0,30.0,0.0,24.0,23.0,86.0,25.0,10.0,35.0,14.0,12.8,0.4,3.1333333333333333,0.5333333333333333,0.23333333333333334,0.4666666666666667,0.5333333333333333,0.9333333333333333,8.266666666666667,0.4069767441860465,0.6086956521739131,0.4,1.34412
3645,2014-2015,J.J. Barea,PG,30.0,DAL,580.0,263.0,1.0,70.0,33.0,23.0,111.0,1362.0,77.0,10.0,104.0,94.0,536.0,167.0,54.0,225.0,76.0,15.1,2.7,7.532467532467533,3.4155844155844157,0.012987012987012988,0.9090909090909091,0.42857142857142855,1.7402597402597402,17.68831168831169,0.4197761194029851,0.8085106382978723,0.32335329341317365,0.909859
3646,2014-2015,Andrew Bogut,C,30.0,GSW,422.0,180.0,113.0,106.0,39.0,141.0,402.0,1583.0,67.0,65.0,188.0,42.0,355.0,0.0,0.0,200.0,22.0,15.8,5.2,6.298507462686567,2.6865671641791047,1.6865671641791045,1.5820895522388059,0.582089552238806,8.104477611940299,23.62686567164179,0.5633802816901409,0.5238095238095238,,12.972973
3647,2014-2015,Bojan Bogdanovic,SF,25.0,BRK,700.0,68.0,9.0,78.0,34.0,50.0,163.0,1854.0,78.0,28.0,104.0,106.0,576.0,256.0,91.0,261.0,87.0,11.6,2.4,8.974358974358974,0.8717948717948718,0.11538461538461539,1.0,0.4358974358974359,2.730769230769231,23.76923076923077,0.453125,0.8207547169811321,0.35546875,3.278
3648,2014-2015,Ersan Ilyasova,PF,27.0,MIL,669.0,56.0,19.0,45.0,36.0,80.0,197.0,1319.0,58.0,36.0,149.0,107.0,557.0,190.0,74.0,263.0,69.0,16.8,4.0,11.53448275862069,0.9655172413793104,0.3275862068965517,0.7758620689655172,0.6206896551724138,4.775862068965517,22.74137931034483,0.47217235188509876,0.6448598130841121,0.3894736842105263,7.9
3649,2014-2015,Eric Bledsoe,PG,25.0,PHO,1377.0,493.0,45.0,274.0,127.0,72.0,351.0,2800.0,81.0,81.0,189.0,441.0,1046.0,272.0,88.0,468.0,353.0,18.4,7.0,17.0,6.08641975308642,0.5555555555555556,3.382716049382716,1.5679012345679013,5.222222222222222,34.5679012345679,0.4474187380497132,0.800453514739229,0.3235294117647059,13.0
3650,2014-2015,DeJuan Blair,PF,25.0,WAS,56.0,3.0,1.0,13.0,7.0,16.0,40.0,180.0,29.0,0.0,41.0,6.0,57.0,0.0,0.0,26.0,4.0,7.7,0.1,1.9310344827586208,0.10344827586206896,0.034482758620689655,0.4482758620689655,0.2413793103448276,1.9310344827586208,6.206896551724138,0.45614035087719296,0.6666666666666666,,2.0
3651,2014-2015,Bismack Biyombo,C,22.0,CHO,304.0,16.0,99.0,52.0,18.0,159.0,248.0,1243.0,64.0,21.0,140.0,175.0,186.0,0.0,0.0,101.0,102.0,15.2,4.0,4.75,0.25,1.546875,0.8125,0.28125,6.359375,19.421875,0.543010752688172,0.5828571428571429,,3.873398
3652,2014-2015,Sim Bhullar,C,22.0,SAC,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,44.3,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.5,,,0.507336
3653,2014-2015,Anthony Bennett,PF,21.0,MIN,298.0,48.0,16.0,36.0,27.0,52.0,164.0,894.0,57.0,3.0,87.0,64.0,297.0,23.0,7.0,125.0,41.0,11.4,0.3,5.228070175438597,0.8421052631578947,0.2807017543859649,0.631578947368421,0.47368421052631576,3.789473684210526,15.68421052631579,0.4208754208754209,0.640625,0.30434782608695654,5.56392
3654,2014-2015,Dewayne Dedmon,C,25.0,ORL,216.0,9.0,50.0,51.0,16.0,118.0,177.0,845.0,59.0,15.0,141.0,64.0,162.0,1.0,0.0,91.0,34.0,13.3,1.7,3.6610169491525424,0.15254237288135594,0.847457627118644,0.864406779661017,0.2711864406779661,5.0,14.322033898305085,0.5617283950617284,0.53125,0.0,0.816482
3655,2014-2015,Michael Beasley,PF,26.0,MIA,212.0,32.0,13.0,37.0,15.0,12.0,77.0,505.0,24.0,1.0,66.0,26.0,212.0,34.0,8.0,92.0,20.0,10.6,-0.1,8.833333333333334,1.3333333333333333,0.5416666666666666,1.5416666666666667,0.625,3.7083333333333335,21.041666666666668,0.4339622641509434,0.7692307692307693,0.23529411764705882,0.19544
3656,2014-2015,Bradley Beal,SG,21.0,WAS,962.0,194.0,18.0,123.0,76.0,57.0,184.0,2107.0,63.0,59.0,136.0,166.0,851.0,259.0,106.0,363.0,130.0,14.0,3.7,15.26984126984127,3.0793650793650795,0.2857142857142857,1.9523809523809523,1.2063492063492063,3.8253968253968256,33.44444444444444,0.42655699177438305,0.7831325301204819,0.4092664092664093,4.50528
3657,2014-2015,Kent Bazemore,SG,25.0,ATL,390.0,78.0,33.0,73.0,52.0,21.0,201.0,1324.0,75.0,10.0,127.0,100.0,331.0,132.0,48.0,141.0,60.0,9.7,1.6,5.2,1.04,0.44,0.9733333333333334,0.6933333333333334,2.96,17.653333333333332,0.4259818731117825,0.6,0.36363636363636365,2.0
3658,2014-2015,Aron Baynes,C,28.0,SAS,461.0,35.0,22.0,65.0,16.0,109.0,209.0,1122.0,70.0,17.0,162.0,104.0,327.0,4.0,1.0,185.0,90.0,15.9,3.9,6.585714285714285,0.5,0.3142857142857143,0.9285714285714286,0.22857142857142856,4.542857142857143,16.02857142857143,0.5657492354740061,0.8653846153846154,0.25,2.077
3659,2014-2015,Jerryd Bayless,PG,26.0,MIL,598.0,233.0,12.0,133.0,59.0,22.0,189.0,1717.0,77.0,4.0,163.0,137.0,516.0,120.0,37.0,220.0,121.0,11.1,2.4,7.766233766233766,3.0259740259740258,0.15584415584415584,1.7272727272727273,0.7662337662337663,2.74025974025974,22.2987012987013,0.4263565891472868,0.8832116788321168,0.30833333333333335,3.0
3660,2014-2015,Nicolas Batum,SF,26.0,POR,664.0,341.0,40.0,132.0,78.0,62.0,354.0,2380.0,71.0,71.0,106.0,98.0,600.0,309.0,100.0,240.0,84.0,13.1,5.2,9.352112676056338,4.802816901408451,0.5633802816901409,1.8591549295774648,1.0985915492957747,5.859154929577465,33.521126760563384,0.4,0.8571428571428571,0.32362459546925565,11.7655
3661,2014-2015,Brandon Bass,PF,29.0,BOS,866.0,104.0,32.0,83.0,41.0,139.0,259.0,1929.0,82.0,43.0,140.0,214.0,683.0,32.0,9.0,344.0,169.0,16.3,5.3,10.560975609756097,1.2682926829268293,0.3902439024390244,1.0121951219512195,0.5,4.853658536585366,23.524390243902438,0.5036603221083455,0.7897196261682243,0.28125,6.9
3662,2014-2015,Earl Barron,C,33.0,PHO,32.0,5.0,2.0,5.0,4.0,14.0,14.0,143.0,16.0,1.0,26.0,12.0,39.0,4.0,2.0,12.0,6.0,5.0,0.0,2.0,0.3125,0.125,0.3125,0.25,1.75,8.9375,0.3076923076923077,0.5,0.5,0.183049
3663,2014-2015,Matt Barnes,SF,34.0,LAC,764.0,114.0,50.0,87.0,67.0,51.0,251.0,2271.0,76.0,74.0,240.0,95.0,624.0,376.0,136.0,277.0,74.0,11.3,4.3,10.052631578947368,1.5,0.6578947368421053,1.144736842105263,0.881578947368421,3.973684210526316,29.88157894736842,0.4439102564102564,0.7789473684210526,0.3617021276595745,3.39625
3664,2014-2015,Harrison Barnes,SF,22.0,GSW,827.0,116.0,19.0,71.0,61.0,117.0,336.0,2318.0,82.0,82.0,146.0,150.0,656.0,215.0,87.0,316.0,108.0,13.4,6.7,10.085365853658537,1.4146341463414633,0.23170731707317074,0.8658536585365854,0.7439024390243902,5.524390243902439,28.26829268292683,0.4817073170731707,0.72,0.4046511627906977,3.04992
3665,2014-2015,Andrea Bargnani,C,29.0,NYK,430.0,46.0,27.0,42.0,2.0,32.0,95.0,785.0,29.0,22.0,53.0,107.0,361.0,41.0,15.0,164.0,87.0,16.6,0.9,14.827586206896552,1.5862068965517242,0.9310344827586207,1.4482758620689655,0.06896551724137931,4.379310344827586,27.06896551724138,0.45429362880886426,0.8130841121495327,0.36585365853658536,11.5
3666,2014-2015,Marco Belinelli,SG,28.0,SAS,568.0,94.0,3.0,61.0,31.0,26.0,131.0,1388.0,62.0,9.0,85.0,99.0,470.0,230.0,86.0,199.0,84.0,12.4,2.9,9.161290322580646,1.5161290322580645,0.04838709677419355,0.9838709677419355,0.5,2.532258064516129,22.387096774193548,0.42340425531914894,0.8484848484848485,0.3739130434782609,2.87375
3667,2014-2015,DeMar DeRozan,SG,25.0,TOR,1204.0,210.0,11.0,137.0,73.0,41.0,236.0,2100.0,60.0,60.0,122.0,434.0,990.0,88.0,25.0,409.0,361.0,17.4,4.0,20.066666666666666,3.5,0.18333333333333332,2.283333333333333,1.2166666666666666,4.616666666666666,35.0,0.4131313131313131,0.8317972350230415,0.2840909090909091,10.1
3668,2014-2015,Devin Harris,PG,31.0,DAL,665.0,237.0,14.0,85.0,78.0,13.0,122.0,1685.0,76.0,3.0,147.0,162.0,524.0,266.0,95.0,219.0,132.0,14.8,4.2,8.75,3.1184210526315788,0.18421052631578946,1.118421052631579,1.0263157894736843,1.7763157894736843,22.17105263157895,0.4179389312977099,0.8148148148148148,0.35714285714285715,3.878896
3669,2014-2015,Maurice Harkless,SF,21.0,ORL,158.0,25.0,9.0,27.0,32.0,38.0,68.0,674.0,45.0,4.0,66.0,41.0,158.0,56.0,10.0,63.0,22.0,8.4,0.3,3.511111111111111,0.5555555555555556,0.2,0.6,0.7111111111111111,2.3555555555555556,14.977777777777778,0.3987341772151899,0.5365853658536586,0.17857142857142858,1.88784
